"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","2016","Annual","N","Final","5018900","4751200","267700","5.3"
"Madera MSA","Metropolitan Area","2016","Annual","N","Final","61100","55400","5700","9.3"
"Merced MSA","Metropolitan Area","2016","Annual","N","Final","114300","102200","12100","10.6"
"Modesto MSA","Metropolitan Area","2016","Annual","N","Final","242700","221800","21000","8.6"
"Napa MSA","Metropolitan Area","2016","Annual","N","Final","72900","69800","3100","4.3"
"Oakland-Hayward-Berkeley MD","Metropolitan Area","2016","Annual","N","Final","1385000","1324400","60600","4.4"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","2016","Annual","N","Final","425300","403100","22300","5.2"
"Redding MSA","Metropolitan Area","2016","Annual","N","Final","74200","69000","5200","7"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","2016","Annual","N","Final","1981900","1863600","118300","6"
"Sacramento--Roseville--Arden-Arcade MSA","Metropolitan Area","2016","Annual","N","Final","1068500","1012000","56500","5.3"
"Salinas MSA","Metropolitan Area","2016","Annual","N","Final","218800","202000","16800","7.7"
"San Diego-Carlsbad MSA","Metropolitan Area","2016","Annual","N","Final","1563200","1489100","74100","4.7"
"San Francisco-Redwood City-South San Francisco MD","Metropolitan Area","2016","Annual","N","Final","997100","965300","31900","3.2"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","2016","Annual","N","Final","1058400","1017400","40900","3.9"
"San Luis Obispo-Paso Robles-Arroyo Grande MSA","Metropolitan Area","2016","Annual","N","Final","139500","133400","6000","4.3"
"San Rafael MD","Metropolitan Area","2016","Annual","N","Final","139600","135000","4600","3.3"
"Santa Cruz-Watsonville MSA","Metropolitan Area","2016","Annual","N","Final","143800","133700","10000","7"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","2016","Annual","N","Final","215300","204300","10900","5.1"
"Santa Rosa MSA","Metropolitan Area","2016","Annual","N","Final","259200","248900","10300","4"
"Stockton-Lodi MSA","Metropolitan Area","2016","Annual","N","Final","318300","292400","25900","8.2"
"Vallejo-Fairfield MSA","Metropolitan Area","2016","Annual","N","Final","207300","195800","11400","5.5"
"Visalia-Porterville MSA","Metropolitan Area","2016","Annual","N","Final","203300","180500","22800","11.2"
"Yuba City MSA","Metropolitan Area","2016","Annual","N","Final","73100","66300","6800","9.3"
"Acton CDP","Sub-County Place","2016","Annual","N","Final","3200","3100","100","2.5"
"Adelanto city","Sub-County Place","2016","Annual","N","Final","9400","8400","1000","10.6"
"Agoura Hills city","Sub-County Place","2016","Annual","N","Final","11500","10900","500","4.8"
"Alameda city","Sub-County Place","2016","Annual","N","Final","41500","39800","1600","4"
"Alamo CDP","Sub-County Place","2016","Annual","N","Final","5800","5600","100","2.4"
"Albany city","Sub-County Place","2016","Annual","N","Final","9500","9300","200","2.5"
"Alhambra city","Sub-County Place","2016","Annual","N","Final","45900","43800","2100","4.6"
"Aliso Viejo city","Sub-County Place","2016","Annual","N","Final","29900","28900","1100","3.6"
"Alondra Park CDP","Sub-County Place","2016","Annual","N","Final","4000","3900","100","3.5"
"Alpaugh CDP","Sub-County Place","2016","Annual","N","Final","300","200","100","29.2"
"Alpine Village CDP","Sub-County Place","2016","Annual","N","Final","90","80","10","15.1"
"Altadena CDP","Sub-County Place","2016","Annual","N","Final","21500","20400","1200","5.4"
"Alta Sierra CDP","Sub-County Place","2016","Annual","N","Final","4040","3840","200","5"
"Alturas city","Sub-County Place","2016","Annual","N","Final","980","850","130","13.3"
"Amador City city","Sub-County Place","2016","Annual","N","Final","100","90","10","7"
"American Canyon city","Sub-County Place","2016","Annual","N","Final","11700","11200","500","4.2"
"Anaheim city","Sub-County Place","2016","Annual","N","Final","169600","162300","7300","4.3"
"Anderson city","Sub-County Place","2016","Annual","N","Final","4300","4000","300","6.9"
"Angels City city","Sub-County Place","2016","Annual","N","Final","1540","1440","100","6.3"
"Angwin CDP","Sub-County Place","2016","Annual","N","Final","1700","1600","100","7.3"
"Antioch city","Sub-County Place","2016","Annual","N","Final","50600","47700","2900","5.6"
"Apple Valley town","Sub-County Place","2016","Annual","N","Final","28200","26300","1900","6.7"
"Aptos CDP","Sub-County Place","2016","Annual","N","Final","3500","3300","200","5.9"
"Aptos Hills Larkin Valley CDP","Sub-County Place","2016","Annual","N","Final","700","700","0","3.2"
"Arbuckle CDP","Sub-County Place","2016","Annual","N","Final","1710","1630","80","4.6"
"Arcadia city","Sub-County Place","2016","Annual","N","Final","29200","28000","1200","4"
"Arcata city","Sub-County Place","2016","Annual","N","Final","10300","9500","800","7.9"
"Arden Arcade CDP","Sub-County Place","2016","Annual","N","Final","41800","39200","2600","6.2"
"Armona CDP","Sub-County Place","2016","Annual","N","Final","1800","1600","100","7.7"
"Arnold CDP","Sub-County Place","2016","Annual","N","Final","1000","940","60","6.3"
"Aromas CDP (Monterey Co)","Sub-County Place","2016","Annual","N","Final","1800","1700","100","6.3"
"Arroyo Grande city","Sub-County Place","2016","Annual","N","Final","9200","9000","200","1.9"
"Artesia city","Sub-County Place","2016","Annual","N","Final","7800","7200","500","6.7"
"Arvin city","Sub-County Place","2016","Annual","N","Final","8000","7000","1100","13.3"
"Ashland CDP","Sub-County Place","2016","Annual","N","Final","11400","10700","600","5.5"
"Atascadero city","Sub-County Place","2016","Annual","N","Final","15300","14700","600","4.1"
"Atherton town","Sub-County Place","2016","Annual","N","Final","3200","3100","100","2.2"
"Atwater city","Sub-County Place","2016","Annual","N","Final","12000","10800","1200","10.1"
"Auberry CDP","Sub-County Place","2016","Annual","N","Final","1100","1000","100","7.4"
"Auburn city","Sub-County Place","2016","Annual","N","Final","5900","5600","200","4.1"
"August CDP","Sub-County Place","2016","Annual","N","Final","3400","3200","200","5.8"
"Avalon city","Sub-County Place","2016","Annual","N","Final","2000","2000","0","0"
"Avenal city","Sub-County Place","2016","Annual","N","Final","4000","3400","600","14"
"Avery CDP","Sub-County Place","2016","Annual","N","Final","180","130","50","26.1"
"Avocado Heights CDP","Sub-County Place","2016","Annual","N","Final","6800","6400","300","5.1"
"Azusa city","Sub-County Place","2016","Annual","N","Final","24600","23300","1300","5.3"
"Bakersfield city","Sub-County Place","2016","Annual","N","Final","176200","162500","13800","7.8"
"Baldwin Park city","Sub-County Place","2016","Annual","N","Final","34200","32300","1900","5.6"
"Banning city","Sub-County Place","2016","Annual","N","Final","10900","10200","800","6.9"
"Barstow city","Sub-County Place","2016","Annual","N","Final","8300","7600","700","8.7"
"Bay Point CDP","Sub-County Place","2016","Annual","N","Final","11600","10800","900","7.5"
"Beale AFB CDP","Sub-County Place","2016","Annual","N","Final","200","200","0","9.4"
"Bear Valley CDP","Sub-County Place","2016","Annual","N","Final","50","40","10","15.4"
"Bear Valley Springs CDP","Sub-County Place","2016","Annual","N","Final","1900","1800","0","1.6"
"Beaumont city","Sub-County Place","2016","Annual","N","Final","20600","19600","1000","4.9"
"Beckwourth CDP","Sub-County Place","2016","Annual","N","Final","150","150","0","0"
"Belden CDP","Sub-County Place","2016","Annual","N","Final","0","0","0","0"
"Bell city","Sub-County Place","2016","Annual","N","Final","15000","14100","900","5.9"
"Bellflower city","Sub-County Place","2016","Annual","N","Final","36100","34000","2200","6"
"Bell Gardens city","Sub-County Place","2016","Annual","N","Final","18000","17000","1100","5.8"
"Belmont city","Sub-County Place","2016","Annual","N","Final","16300","15800","500","3.1"
"Benicia city","Sub-County Place","2016","Annual","N","Final","14800","14200","600","4"
"Ben Lomond CDP","Sub-County Place","2016","Annual","N","Final","4000","3600","300","8.8"
"Berkeley city","Sub-County Place","2016","Annual","N","Final","62300","59800","2500","4"
"Bermuda Dunes CDP","Sub-County Place","2016","Annual","N","Final","3000","2800","200","6.6"
"Bertsch Oceanview CDP","Sub-County Place","2016","Annual","N","Final","1060","990","70","6.5"
"Bethel Island CDP","Sub-County Place","2016","Annual","N","Final","900","800","100","11.9"
"Beverly Hills city","Sub-County Place","2016","Annual","N","Final","18300","17400","900","4.9"
"Big Bear City CDP","Sub-County Place","2016","Annual","N","Final","5000","4600","300","6.4"
"Big Bear Lake city","Sub-County Place","2016","Annual","N","Final","2200","2100","100","3.7"
"Biggs city","Sub-County Place","2016","Annual","N","Final","1100","1000","100","9.3"
"Big Pine CDP","Sub-County Place","2016","Annual","N","Final","720","690","30","4.7"
"Big River CDP","Sub-County Place","2016","Annual","N","Final","400","400","0","6.7"
"Biola CDP","Sub-County Place","2016","Annual","N","Final","800","600","200","22"
"Bishop city","Sub-County Place","2016","Annual","N","Final","2070","1980","90","4.2"
"Bloomington CDP","Sub-County Place","2016","Annual","N","Final","9300","8900","400","3.8"
"Blue Lake city","Sub-County Place","2016","Annual","N","Final","500","400","0","4.8"
"Bluewater CDP","Sub-County Place","2016","Annual","N","Final","0","0","0","10"
"Blythe city","Sub-County Place","2016","Annual","N","Final","4300","4000","300","6.8"
"Bodega Bay CDP","Sub-County Place","2016","Annual","N","Final","700","600","100","15.3"
"Bodfish CDP","Sub-County Place","2016","Annual","N","Final","500","400","100","27.4"
"Bonadelle Ranchos Madera Ranchos CDP","Sub-County Place","2016","Annual","N","Final","2400","2300","100","3.5"
"Bonita CDP","Sub-County Place","2016","Annual","N","Final","6100","5800","400","5.8"
"Bootjack CDP","Sub-County Place","2016","Annual","N","Final","230","230","0","1.3"
"Boron CDP","Sub-County Place","2016","Annual","N","Final","1000","900","100","12.5"
"Boronda CDP","Sub-County Place","2016","Annual","N","Final","1200","1000","200","17.7"
"Bostonia CDP","Sub-County Place","2016","Annual","N","Final","8300","7800","500","6.1"
"Boulder Creek CDP","Sub-County Place","2016","Annual","N","Final","2900","2500","400","12.9"
